,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189
24,,,,,,3.23,3.14,3.13,3.17,3.23,3.26,3.21,3.46,4.0,4.21,4.12,4.22,4.52,4.79,5.03,5.31,5.58,5.79,5.95,5.92,5.78,5.82,6.0,5.92
25,,,,6.77,6.38,4.96,4.66,4.39,4.49,4.92,5.02,4.76,4.74,4.99,5.07,4.95,5.0,5.23,5.41,5.54,5.68,5.75,5.84,5.96,5.87,5.66,5.68,5.81,5.88
26,7.74,7.82,7.76,7.15,6.83,6.47,6.16,5.85,5.93,6.36,6.37,5.97,5.77,5.86,5.9,5.86,5.95,6.17,6.3,6.32,6.27,6.1,5.92,5.77,5.53,5.31,5.56,5.68,
27,7.92,7.92,7.85,7.68,7.51,7.35,7.22,7.11,7.14,7.26,7.1,6.67,6.44,6.48,6.59,6.7,6.9,7.18,7.28,7.19,6.96,6.55,6.01,5.54,5.28,5.07,,,
28,8.35,8.26,8.17,8.07,7.99,7.92,7.9,7.92,7.94,7.91,7.7,7.34,7.11,7.07,7.12,7.2,7.33,7.5,7.52,7.38,7.1,6.63,5.96,5.47,,,,,
29,8.79,8.7,8.6,8.5,8.44,8.41,8.43,8.48,8.49,8.43,8.25,7.98,7.73,7.54,7.38,7.22,7.12,7.06,7.0,6.9,6.72,6.4,5.84,5.4,,,,,
30,9.14,9.06,8.97,8.89,8.82,8.79,8.81,8.87,8.88,8.82,8.62,8.3,7.93,7.55,7.19,6.85,6.61,6.49,6.43,6.41,6.31,6.09,5.66,5.19,4.73,,,,
31,9.43,9.37,9.3,9.25,9.18,9.08,9.08,9.12,9.14,9.1,8.81,8.31,7.74,7.26,6.96,6.17,5.98,5.94,5.98,6.06,5.98,5.73,5.39,5.0,4.66,4.29,,3.27,3.13
32,9.65,9.6,9.54,9.52,9.45,9.35,9.35,9.4,9.43,9.38,9.0,8.32,7.62,7.21,,5.79,5.51,5.53,5.65,5.78,5.72,5.46,5.18,4.9,4.57,4.24,3.9,3.48,3.13
33,9.81,9.77,9.74,9.74,9.71,9.63,9.64,9.7,9.73,9.69,9.25,8.46,7.72,7.39,,,5.37,5.31,5.41,5.52,5.45,5.24,5.01,4.78,4.52,4.18,3.92,3.51,
34,10.1,10.08,10.05,10.04,10.0,9.94,9.93,9.91,9.84,9.69,9.27,8.55,7.79,7.56,,,,5.24,5.37,5.37,5.27,5.14,4.95,4.73,4.48,4.18,3.93,3.42,2.64
35,10.51,10.5,10.45,10.37,10.31,10.26,10.19,10.05,9.81,9.5,9.17,,,7.8,7.67,7.4,,,5.44,5.35,5.25,5.23,5.08,4.8,4.54,4.25,3.94,3.71,3.1
36,10.86,10.85,10.8,10.71,10.63,10.56,10.43,10.22,9.9,9.64,,,,8.09,7.86,7.4,,,,5.34,5.4,5.44,5.31,5.02,4.77,4.3,3.97,3.74,
37,11.17,11.14,11.11,11.07,10.98,10.85,10.69,10.47,10.15,9.92,,,8.71,8.43,8.28,,,,,,5.77,5.76,5.63,5.41,4.96,,,,
