,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189
24,,,,,,3.69,3.61,3.5,3.47,3.54,3.75,4.07,4.35,4.56,4.69,4.75,4.91,5.18,5.4,5.51,5.73,5.98,6.08,6.06,6.04,6.04,6.09,6.15,5.77
25,,,,6.48,6.29,5.32,5.28,5.19,5.12,5.07,5.07,5.14,5.21,5.29,5.33,5.32,5.43,5.68,5.85,5.89,6.03,6.2,6.2,6.04,5.92,5.88,5.96,6.07,5.52
26,7.53,7.59,7.57,6.96,6.83,6.78,6.75,6.67,6.57,6.44,6.3,6.2,6.11,6.1,6.09,6.06,6.15,6.35,6.45,6.39,6.4,6.43,6.27,5.97,5.76,5.71,5.92,6.03,
27,7.69,7.74,7.74,7.65,7.62,7.64,7.63,7.56,7.47,7.34,7.14,6.94,6.78,6.72,6.71,6.69,6.74,6.86,6.89,6.79,6.69,6.55,6.24,5.89,5.64,5.59,,,
28,8.0,8.05,8.04,7.97,7.95,7.99,7.98,7.93,7.87,7.78,7.58,7.32,7.12,7.04,7.01,7.0,6.99,7.0,6.99,6.92,6.79,6.54,6.18,5.93,,,,,
29,8.33,8.38,8.35,8.24,8.2,8.25,8.27,8.24,8.21,8.16,7.99,7.72,7.5,7.34,7.22,7.12,7.02,6.93,6.87,6.81,6.67,6.4,6.06,5.86,,,,,
30,8.65,8.71,8.67,8.55,8.51,8.57,8.61,8.61,8.59,8.53,8.36,8.07,7.79,7.53,7.26,7.01,6.82,6.71,6.65,6.58,6.45,6.21,5.92,5.69,5.4,,,,
31,8.9,8.95,8.9,8.79,8.76,8.83,8.89,8.89,8.85,8.74,8.52,8.21,7.87,7.58,7.19,6.65,6.48,6.44,6.46,6.46,6.37,6.16,5.87,5.55,5.25,4.83,,3.03,2.63
32,9.06,9.1,9.06,8.97,8.96,9.03,9.09,9.07,8.98,8.79,8.54,8.26,7.91,7.69,,6.44,6.2,6.23,6.37,6.48,6.42,6.21,5.86,5.41,5.0,4.67,3.92,3.21,2.63
33,9.28,9.31,9.28,9.21,9.2,9.25,9.28,9.22,9.07,8.8,8.5,8.24,7.91,7.72,,,6.08,6.08,6.25,6.38,6.33,6.12,5.75,5.25,4.83,4.42,3.79,3.2,
34,9.54,9.59,9.57,9.49,9.46,9.48,9.45,9.33,9.11,8.77,8.47,8.21,7.88,7.66,,,,6.02,6.06,6.14,6.07,5.88,5.55,5.08,4.65,4.2,3.5,2.71,1.7
35,9.8,9.87,9.85,9.76,9.7,9.66,9.59,9.44,9.19,8.87,8.46,,,7.78,7.78,7.64,,,5.97,5.79,5.73,5.58,5.26,4.75,4.28,3.78,3.04,2.25,1.7
36,10.07,10.14,10.11,9.99,9.9,9.83,9.75,9.62,9.38,9.18,,,,8.24,8.09,7.64,,,,5.57,5.46,5.35,4.98,4.38,3.9,3.5,2.75,2.1,
37,10.33,10.4,10.35,10.2,10.09,10.02,9.94,9.82,9.59,9.43,,,9.23,8.79,8.61,,,,,,5.56,5.42,4.97,4.39,3.79,,,,
