,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189
24,,,,,,3.3,3.09,2.73,2.43,2.22,2.22,2.39,2.71,3.13,3.47,3.74,4.11,4.6,5.08,5.52,5.96,6.32,6.54,6.65,6.74,6.84,6.91,6.92,6.76
25,,,,6.91,6.71,5.33,5.01,4.53,4.29,4.29,4.13,3.83,3.7,3.77,4.0,4.41,4.78,5.12,5.52,5.94,6.33,6.66,6.87,6.99,6.94,6.79,6.74,6.73,6.72
26,7.58,7.61,7.69,7.35,7.26,7.07,6.75,6.24,6.0,6.04,5.75,5.19,4.86,4.8,4.99,5.37,5.7,5.96,6.27,6.59,6.87,7.07,7.07,6.93,6.7,6.48,6.61,6.6,
27,7.81,7.9,8.0,8.11,8.17,8.19,7.97,7.52,7.27,7.2,6.87,6.33,6.07,6.16,6.32,6.52,6.73,6.94,7.15,7.33,7.47,7.52,7.17,6.64,6.43,6.25,,,
28,8.2,8.34,8.45,8.52,8.6,8.68,8.56,8.24,8.01,7.86,7.6,7.27,7.13,7.24,7.34,7.38,7.44,7.5,7.59,7.66,7.68,7.62,7.12,6.6,,,,,
29,8.49,8.62,8.68,8.68,8.7,8.76,8.73,8.62,8.44,8.17,8.02,8.0,7.95,7.91,7.86,7.78,7.68,7.56,7.52,7.54,7.51,7.4,6.99,6.62,,,,,
30,8.84,8.92,8.92,8.86,8.84,8.87,8.91,8.94,8.82,8.55,8.4,8.4,8.32,8.18,8.01,7.84,7.66,7.47,7.4,7.41,7.36,7.23,6.91,6.55,6.21,,,,
31,9.31,9.29,9.22,9.09,9.04,9.06,9.12,9.2,9.16,8.99,8.74,8.44,8.22,8.12,8.0,7.65,7.51,7.38,7.37,7.41,7.35,7.14,6.87,6.58,6.22,5.78,,4.73,4.58
32,9.66,9.57,9.47,9.38,9.34,9.34,9.41,9.49,9.47,9.33,8.97,8.41,8.05,7.98,,7.52,7.1,7.07,7.16,7.27,7.17,6.88,6.62,6.42,6.06,5.58,4.82,4.6,4.58
33,9.88,9.75,9.7,9.75,9.76,9.74,9.77,9.79,9.74,9.6,9.15,8.45,7.98,7.87,,,6.8,6.63,6.77,6.91,6.77,6.4,6.13,5.97,5.68,5.2,4.59,4.08,
34,10.03,9.94,9.94,10.06,10.09,10.03,10.01,10.0,9.88,9.63,9.2,8.48,7.97,7.83,,,,6.45,6.51,6.59,6.4,5.98,5.69,5.54,5.27,4.81,4.19,3.55,2.98
35,10.1,10.13,10.18,10.28,10.28,10.19,10.16,10.14,9.92,9.56,9.16,,,7.88,7.79,7.64,,,6.43,6.34,6.12,5.7,5.38,5.19,4.88,4.4,3.91,3.52,2.98
36,10.35,10.45,10.49,10.48,10.44,10.37,10.32,10.27,10.02,9.75,,,,8.02,7.81,7.64,,,,6.23,5.84,5.5,5.16,4.85,4.52,4.2,3.8,3.63,
37,10.79,10.92,10.88,10.7,10.61,10.61,10.57,10.45,10.22,10.05,,,8.89,8.23,7.93,,,,,,5.65,5.45,5.05,4.63,4.35,,,,
