,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189
24,,,,,,9.41,9.26,9.08,9.08,9.22,9.28,9.28,9.45,9.78,10.15,10.53,10.87,11.16,11.45,11.72,11.94,12.11,12.31,12.57,12.81,13.0,13.21,13.42,13.54
25,,,,11.28,11.01,10.18,10.01,9.88,9.86,9.91,9.85,9.73,9.8,10.05,10.4,10.83,11.2,11.5,11.78,12.02,12.24,12.45,12.7,13.0,13.24,13.39,13.56,13.73,13.76
26,12.45,12.49,12.38,11.69,11.45,11.26,11.1,10.95,10.86,10.79,10.62,10.39,10.35,10.52,10.82,11.21,11.56,11.85,12.13,12.38,12.6,12.82,13.09,13.4,13.61,13.69,13.68,13.8,
27,12.45,12.51,12.48,12.34,12.22,12.12,12.01,11.87,11.75,11.6,11.37,11.12,11.05,11.17,11.44,11.8,12.1,12.36,12.64,12.91,13.15,13.37,13.66,13.94,13.78,13.82,,,
28,12.48,12.57,12.65,12.73,12.74,12.71,12.65,12.55,12.42,12.26,12.07,11.93,11.91,12.01,12.24,12.53,12.77,12.98,13.26,13.59,13.87,14.1,14.41,14.64,,,,,
29,12.68,12.76,12.89,13.05,13.13,13.15,13.12,13.05,12.96,12.85,12.74,12.69,12.7,12.76,12.92,13.12,13.27,13.43,13.73,14.11,14.41,14.65,14.98,15.25,,,,,
30,13.0,13.07,13.2,13.38,13.49,13.53,13.54,13.5,13.46,13.4,13.35,13.33,13.32,13.31,13.38,13.51,13.61,13.73,14.04,14.45,14.78,15.02,15.36,15.73,16.26,,,,
31,13.28,13.33,13.44,13.6,13.72,13.79,13.85,13.89,13.91,13.89,13.85,13.81,13.75,13.69,13.57,13.67,13.75,13.88,14.23,14.74,15.13,15.38,15.68,16.08,16.39,16.72,,17.98,18.19
32,13.54,13.57,13.64,13.76,13.85,13.93,14.06,14.23,14.32,14.3,14.25,14.16,14.04,13.97,,13.67,13.72,13.86,14.3,14.98,15.46,15.7,15.97,16.3,16.6,16.82,17.23,17.74,18.19
33,13.88,13.92,13.97,14.05,14.12,14.19,14.34,14.56,14.69,14.67,14.59,14.45,14.29,14.22,,,13.71,14.0,14.47,15.23,15.75,16.01,16.28,16.58,16.85,17.1,17.39,17.62,
34,14.31,14.35,14.4,14.46,14.52,14.57,14.7,14.91,15.03,14.99,14.9,14.59,14.42,14.58,,,,14.15,14.82,15.49,16.01,16.31,16.63,16.96,17.25,17.49,17.75,17.95,18.23
35,14.75,14.81,14.84,14.85,14.86,14.9,15.04,15.24,15.34,15.3,15.04,,,15.09,15.4,15.43,,,15.03,15.75,16.22,16.59,16.95,17.27,17.53,17.74,18.0,18.2,18.23
36,15.21,15.27,15.27,15.2,15.18,15.21,15.36,15.57,15.68,15.66,,,,15.63,15.64,15.43,,,,15.9,16.53,16.87,17.2,17.45,17.61,17.77,18.05,18.25,
37,15.66,15.72,15.69,15.6,15.56,15.6,15.74,15.96,16.08,16.11,,,16.5,16.15,16.16,,,,,,17.05,17.25,17.51,17.66,17.62,,,,
